topicId,rank,docId,filename
13,2,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
13,3,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
13,4,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
13,5,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
13,6,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
13,7,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
13,8,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
13,9,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
13,10,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
13,11,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
13,12,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
13,13,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
13,14,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
13,15,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
13,16,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
13,17,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
13,18,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
14,0,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
14,1,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
14,2,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
14,3,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
14,4,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
14,5,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
14,6,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
14,7,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
14,8,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
14,9,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
14,10,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
14,11,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
14,12,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
14,13,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
14,14,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
14,15,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
14,16,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
14,17,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
14,18,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
15,0,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
15,1,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
15,2,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
15,3,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
15,4,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
15,5,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
15,6,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
15,7,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
15,8,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
15,9,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
15,10,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
15,11,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
15,12,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
15,13,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
15,14,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
15,15,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
15,16,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
15,17,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
15,18,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
16,0,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
16,1,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
16,2,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
16,3,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
16,4,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
16,5,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
16,6,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
16,7,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
16,8,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
16,9,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
16,10,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
16,11,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
16,12,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
16,13,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
16,14,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
16,15,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
16,16,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
16,17,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
16,18,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
17,0,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
17,1,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
17,2,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
17,3,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
17,4,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
17,5,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
17,6,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
17,7,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
17,8,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
17,9,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
17,10,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
17,11,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
17,12,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
17,13,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
17,14,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
17,15,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
17,16,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
17,17,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
17,18,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
18,0,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
18,1,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
18,2,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
18,3,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
18,4,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
18,5,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
18,6,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
18,7,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
18,8,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
18,9,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
18,10,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
18,11,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
18,12,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
18,13,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
18,14,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
18,15,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
18,16,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
18,17,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
18,18,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
19,0,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
19,1,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
19,2,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
19,3,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
19,4,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
19,5,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
19,6,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
19,7,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
19,8,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
19,9,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
19,10,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
19,11,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
19,12,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
19,13,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
19,14,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
19,15,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
19,16,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
19,17,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
19,18,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
20,0,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
20,1,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
20,2,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
20,3,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
20,4,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
20,5,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
20,6,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
20,7,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
20,8,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
20,9,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
20,10,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
20,11,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
20,12,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
20,13,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
20,14,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
20,15,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
20,16,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
20,17,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
20,18,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
21,0,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
21,1,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
21,2,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
21,3,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
21,4,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
21,5,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
21,6,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
21,7,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
21,8,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
21,9,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
21,10,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
21,11,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
21,12,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
21,13,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
21,14,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
21,15,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
21,16,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
21,17,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
21,18,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
22,0,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
22,1,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
22,2,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
22,3,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
22,4,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
22,5,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
22,6,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
22,7,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
22,8,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
22,9,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
22,10,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
22,11,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
22,12,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
22,13,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
22,14,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
22,15,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
22,16,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
22,17,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
22,18,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
23,0,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
23,1,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
23,2,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
23,3,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
23,4,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
23,5,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
23,6,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
23,7,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
23,8,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
23,9,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
23,10,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
23,11,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
23,12,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
23,13,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
23,14,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
23,15,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
23,16,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
23,17,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
23,18,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
24,0,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
24,1,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
24,2,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
24,3,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
24,4,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
24,5,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
24,6,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
24,7,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
24,8,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
24,9,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
24,10,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
24,11,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
24,12,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
24,13,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
24,14,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
24,15,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
24,16,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
24,17,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
24,18,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
25,0,10,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Symposium.txt
25,1,18,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedrus.txt
25,2,6,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Xenophon_TheSymposium.txt
25,3,1,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Republic.txt
25,4,9,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Phaedo.txt
25,5,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
25,6,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
25,7,0,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Gorgias.txt
25,8,8,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_TheMento.txt
25,9,4,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_politics.txt
25,10,17,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_EmperorJulian_Mispogon.txt
25,11,14,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_MarcusAureliusAntonius_Meditations.txt
25,12,7,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OldAge.txt
25,13,11,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Plato_Crito.txt
25,14,5,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_SelectedLettersShuckburgh.txt
25,15,3,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Poetics.txt
25,16,2,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Cicero_OnFriendshipOrLaelius.txt
25,17,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
25,18,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
26,0,12,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Physics.txt
26,1,15,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_Metaphysics.txt
26,2,13,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Rome_Plotinus_SixEnneads.txt
26,3,16,file:/Users/brandonlocke/Desktop/GreekRomanTexts/texts/Greece_Aristotle_NicomacheanEthics.txt
